Date,Timestamp,GameEvent,Event,KeyCode,SequenceTime_ms,TimeSinceLastKey_ms,KeyOrder,KeyType,ExpectedKey1,ExpectedKey2,SequenceNumber,SequenceComposition,SequenceSpeed,SequenceValidity,SequenceType,SequenceWindowClosure,TargetFabInputRate,TargetRecognitionRate,StartPolicyReview,Trials,InterTrialIntervalSeconds,InputWindowSeconds,GameState,GamePolicy,CurrentRecognitionRate,FabAlarmFixationPoint,FabAlarmVariability,CurrentFabRate,CurrentFabAlarm,InputConfidence,InputValidity,InputType,InputNumber
2020-05-05,11:15:20.1012,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0667149,0.0331224,NA,WrongKey,J,None,28,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,28,
2020-05-05,11:15:20.1342,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.1000663,0.0333514,NA,WrongKey,L,None,28,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,28,
2020-05-05,11:15:20.1352,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.116825,0.0167587,NA,NA,NA,NA,28,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,28,
2020-05-05,11:15:20.1672,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,29,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,29,
2020-05-05,11:15:20.2175,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0500852,0.0500852,NA,WrongKey,H,K,29,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,29,
2020-05-05,11:15:20.2504,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0831413,0.0330561,NA,WrongKey,J,None,29,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,29,
2020-05-05,11:15:20.2834,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.1164388,0.0332975,NA,WrongKey,L,None,29,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,29,
2020-05-05,11:15:20.2844,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.1330679,0.0166291,NA,NA,NA,NA,29,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,29,
2020-05-05,11:15:20.3343,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,30,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,30,
2020-05-05,11:15:20.3677,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0335574,0.0335574,NA,WrongKey,H,K,30,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,30,
2020-05-05,11:15:20.4007,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0665415,0.0329841,NA,WrongKey,J,None,30,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,30,
2020-05-05,11:15:20.4336,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.1000877,0.0335462,NA,WrongKey,L,None,30,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,30,
2020-05-05,11:15:20.4356,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.1167846,0.0166969,NA,NA,NA,NA,30,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,30,
2020-05-05,11:15:20.4676,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,31,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,31,
2020-05-05,11:15:20.5006,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.033055,0.033055,NA,WrongKey,H,K,31,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,31,
2020-05-05,11:15:20.5512,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0830783,0.0500233,NA,WrongKey,J,None,31,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,31,
2020-05-05,11:15:20.5837,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.1164149,0.0333366,NA,WrongKey,L,None,31,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,31,
2020-05-05,11:15:20.5847,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.1331319,0.016717,NA,NA,NA,NA,31,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,31,
2020-05-05,11:15:20.6174,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,32,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,32,
2020-05-05,11:15:20.6512,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0331106,0.0331106,NA,WrongKey,H,K,32,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,32,
2020-05-05,11:15:20.6841,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.066506,0.0333954,NA,WrongKey,J,None,32,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,32,
2020-05-05,11:15:20.7171,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0999236,0.0334176,NA,WrongKey,L,None,32,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,32,
2020-05-05,11:15:20.7181,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.1165978,0.0166742,NA,NA,NA,NA,32,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,32,
2020-05-05,11:15:20.7670,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,33,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,33,
2020-05-05,11:15:20.8011,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0330416,0.0330416,NA,WrongKey,H,K,33,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,33,
2020-05-05,11:15:20.8344,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0664047,0.0333631,NA,WrongKey,J,None,33,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,33,
2020-05-05,11:15:20.8673,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0997505,0.0333458,NA,WrongKey,L,None,33,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,33,
2020-05-05,11:15:20.8683,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.1165787,0.0168282,NA,NA,NA,NA,33,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,33,
2020-05-05,11:15:20.9841,Waiting for input,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,33,
2020-05-05,11:15:20.9014,Waiting for input,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,34,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,0,Rejected,KeySequence,34,
2020-05-05,11:15:20.9342,Waiting for input,KeyDown,DownArrow,0.0332953,0.0332953,NA,WrongKey,H,K,34,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,0,Rejected,KeySequence,34,
2020-05-05,11:15:21.6683,Waiting for input,KeySequenceStopped,NA,0.7834836,0.7501883,NA,NA,NA,NA,34,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,0,Rejected,KeySequence,34,
2020-05-05,11:15:22.8675,Fish hooked,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,0,Rejected,KeySequence,34,
2020-05-05,11:15:22.8675,Waiting for input,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,0,Rejected,KeySequence,34,
2020-05-05,11:15:24.8504,Waiting for input,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,0,Rejected,KeySequence,34,
2020-05-05,11:15:25.8676,Waiting for input,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,0,Rejected,KeySequence,34,
2020-05-05,11:15:25.8676,No input received,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,0,Rejected,KeySequence,34,
2020-05-05,11:15:25.8676,Waiting for input,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,0,Rejected,KeySequence,34,
2020-05-05,11:15:25.8676,Waiting for input,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,0,Rejected,KeySequence,34,
2020-05-05,11:15:25.9215,Waiting for input,NewPolicyLooseOperation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,0,Rejected,KeySequence,34,
2020-05-05,11:15:24.9174,Waiting for input,KeyDown,H,0,0,0,CorrectKey,H,K,35,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,0,Rejected,KeySequence,35,
2020-05-05,11:15:25.1175,Waiting for input,KeyDown,K,0.2001834,0.2001834,1,CorrectKey,H,K,35,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,0,Rejected,KeySequence,35,
2020-05-05,11:15:25.3008,Waiting for input,KeyDown,J,0.3831778,0.1829944,2,CorrectKey,J,None,35,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,0,Rejected,KeySequence,35,
2020-05-05,11:15:26.0354,Waiting for input,KeySequenceStopped,NA,1.133248,0.7500706,NA,NA,NA,NA,35,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,0,Rejected,KeySequence,35,
2020-05-05,11:15:27.8679,Waiting for input,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,0,Rejected,KeySequence,35,
2020-05-05,11:15:28.0019,Waiting for input,KeyDown,H,0,0,0,CorrectKey,H,K,36,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,1,Accepted,KeySequence,36,
2020-05-05,11:15:28.1837,Waiting for input,KeyDown,K,0.1835334,0.1835334,1,CorrectKey,H,K,36,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,1,Accepted,KeySequence,36,
2020-05-05,11:15:28.3180,Waiting for input,KeyDown,J,0.3170255,0.1334921,2,CorrectKey,J,None,36,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,1,Accepted,KeySequence,36,
2020-05-05,11:15:28.5173,Waiting for input,KeyDown,L,0.5168682,0.1998428,3,CorrectKey,L,None,36,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,1,Accepted,KeySequence,36,
2020-05-05,11:15:28.5183,Waiting for input,KeySequenceStopped,NA,0.533703,0.0168348,NA,NA,NA,NA,36,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,1,Accepted,KeySequence,36,
2020-05-05,11:15:28.5193,Input received,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,1,Accepted,KeySequence,36,
2020-05-05,11:15:28.8684,Input received,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,1,Accepted,KeySequence,36,
2020-05-05,11:15:28.8684,Feedback: Failure (normal),Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,1,Accepted,KeySequence,36,
2020-05-05,11:15:28.8694,Lane: 1 Column: 2,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6,1,0.25,0.6,1.028161,1,Accepted,KeySequence,36,
2020-05-05,11:15:28.8694,Lane: 1 Column: 2,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5,1,0.25,0.5,1.212216,1,Accepted,KeySequence,36,
2020-05-05,11:15:28.9274,Lane: 1 Column: 2,NewPolicyLooseOperation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5,1,0.25,0.5,1.212216,1,Accepted,KeySequence,36,
2020-05-05,11:15:29.6344,Waiting for input,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5,1,0.25,0.5,1.212216,1,Accepted,KeySequence,36,
2020-05-05,11:15:31.6343,Waiting for input,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5,1,0.25,0.5,1.212216,1,Accepted,KeySequence,36,
2020-05-05,11:15:31.6682,Waiting for input,KeyDown,H,0,0,0,CorrectKey,H,K,37,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5,1,0.25,0.5,1.212216,1,Accepted,KeySequence,37,
2020-05-05,11:15:31.8844,Waiting for input,KeyDown,K,0.2166095,0.2166095,1,CorrectKey,H,K,37,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5,1,0.25,0.5,1.212216,1,Accepted,KeySequence,37,
2020-05-05,11:15:32.0673,Waiting for input,KeyDown,J,0.3999299,0.1833204,2,CorrectKey,J,None,37,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5,1,0.25,0.5,1.212216,1,Accepted,KeySequence,37,
2020-05-05,11:15:32.2683,Waiting for input,KeyDown,L,0.6001065,0.2001765,3,CorrectKey,L,None,37,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5,1,0.25,0.5,1.212216,1,Accepted,KeySequence,37,
2020-05-05,11:15:32.2693,Waiting for input,KeySequenceStopped,NA,0.616729,0.0166225,NA,NA,NA,NA,37,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5,1,0.25,0.5,1.212216,1,Accepted,KeySequence,37,
2020-05-05,11:15:32.2703,Input received,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5,1,0.25,0.5,1.212216,1,Accepted,KeySequence,37,
2020-05-05,11:15:32.2703,Input received,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5,1,0.25,0.5,1.212216,1,Accepted,KeySequence,37,
2020-05-05,11:15:32.2703,Input received,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,37,
2020-05-05,11:15:32.2703,Feedback: Success (normal),Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,37,
2020-05-05,11:15:32.2703,Lane: 0Column: 3,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,37,
2020-05-05,11:15:32.3222,Lane: 0Column: 3,NewPolicyLooseOperation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,37,
2020-05-05,11:15:34.3683,Waiting for input,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,37,
2020-05-05,11:15:34.5675,S - Loach caught in column: 2,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,37,
2020-05-05,11:15:36.6678,New fish spawned in lane: 3,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,37,
2020-05-05,11:15:38.0185,Moving down (arrow) - lane: 1,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,37,
2020-05-05,11:15:38.0185,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,38,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,38,
2020-05-05,11:15:38.6183,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.5999721,0.5999721,NA,WrongKey,H,K,38,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,38,
2020-05-05,11:15:38.6516,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.6334035,0.0334315,NA,WrongKey,J,None,38,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,38,
2020-05-05,11:15:38.6846,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.6666242,0.0332207,NA,WrongKey,L,None,38,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,38,
2020-05-05,11:15:38.6856,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.6832942,0.0166699,NA,NA,NA,NA,38,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,38,
2020-05-05,11:15:38.7180,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,39,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,39,
2020-05-05,11:15:38.7678,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0500661,0.0500661,NA,WrongKey,H,K,39,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,39,
2020-05-05,11:15:38.8021,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0833298,0.0332637,NA,WrongKey,J,None,39,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,39,
2020-05-05,11:15:38.8351,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.1166288,0.033299,NA,WrongKey,L,None,39,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,39,
2020-05-05,11:15:38.8371,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.1335009,0.0168721,NA,NA,NA,NA,39,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,39,
2020-05-05,11:15:38.8681,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,40,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,40,
2020-05-05,11:15:38.9011,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0332298,0.0332298,NA,WrongKey,H,K,40,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,40,
2020-05-05,11:15:38.9351,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0665394,0.0333096,NA,WrongKey,J,None,40,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,40,
2020-05-05,11:15:38.9848,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.1166158,0.0500764,NA,WrongKey,L,None,40,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,40,
2020-05-05,11:15:38.9857,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.1334982,0.0168824,NA,NA,NA,NA,40,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,40,
2020-05-05,11:15:39.0184,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,41,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,41,
2020-05-05,11:15:39.0514,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0332325,0.0332325,NA,WrongKey,H,K,41,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,41,
2020-05-05,11:15:39.0844,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0665215,0.033289,NA,WrongKey,J,None,41,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.5714286,1,0.25,0.5714286,1.151587,1,Accepted,KeySequence,41,
