Date,Timestamp,GameEvent,Event,KeyCode,SequenceTime_ms,TimeSinceLastKey_ms,KeyOrder,KeyType,ExpectedKey1,ExpectedKey2,SequenceNumber,SequenceComposition,SequenceSpeed,SequenceValidity,SequenceType,SequenceWindowClosure,TargetFabInputRate,TargetRecognitionRate,StartPolicyReview,Trials,InterTrialIntervalSeconds,InputWindowSeconds,GameState,GamePolicy,CurrentRecognitionRate,FabAlarmFixationPoint,FabAlarmVariability,CurrentFabRate,CurrentFabAlarm,InputConfidence,InputValidity,InputType,InputNumber
2020-05-05,11:14:55.5665,Waiting for input,KeyDown,DownArrow,0.1000405,0.0333183,NA,WrongKey,L,None,16,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,16,
2020-05-05,11:14:55.5685,Waiting for input,KeySequenceStopped,NA,0.1173822,0.0173417,NA,NA,NA,NA,16,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,16,
2020-05-05,11:14:55.6005,Waiting for input,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,17,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,17,
2020-05-05,11:14:55.6495,Waiting for input,KeyDown,DownArrow,0.0500079,0.0500079,NA,WrongKey,H,K,17,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,17,
2020-05-05,11:14:55.6829,Waiting for input,KeyDown,DownArrow,0.0833189,0.033311,NA,WrongKey,J,None,17,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,17,
2020-05-05,11:14:55.7163,Waiting for input,KeyDown,DownArrow,0.1167183,0.0333994,NA,WrongKey,L,None,17,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,17,
2020-05-05,11:14:55.7173,Waiting for input,KeySequenceStopped,NA,0.1333815,0.0166632,NA,NA,NA,NA,17,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,17,
2020-05-05,11:14:55.8667,Moving down (arrow) - lane: 3,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,17,
2020-05-05,11:14:56.6333,Waiting for input,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,17,
2020-05-05,11:14:55.8667,Waiting for input,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,18,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,0,Rejected,KeySequence,18,
2020-05-05,11:14:56.4659,Waiting for input,KeyDown,DownArrow,0.6000543,0.6000543,NA,WrongKey,H,K,18,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,0,Rejected,KeySequence,18,
2020-05-05,11:14:56.4999,Waiting for input,KeyDown,DownArrow,0.6335129,0.0334586,NA,WrongKey,J,None,18,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,0,Rejected,KeySequence,18,
2020-05-05,11:14:57.2337,Waiting for input,KeySequenceStopped,NA,1.383557,0.7500445,NA,NA,NA,NA,18,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,0,Rejected,KeySequence,18,
2020-05-05,11:14:58.4874,Fish hooked,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,0,Rejected,KeySequence,18,
2020-05-05,11:14:58.4874,Waiting for input,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,0,Rejected,KeySequence,18,
2020-05-05,11:14:58.7494,Waiting for input,KeyDown,H,0,0,0,CorrectKey,H,K,19,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,19,
2020-05-05,11:14:58.9164,Waiting for input,KeyDown,K,0.1668944,0.1668944,1,CorrectKey,H,K,19,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,19,
2020-05-05,11:14:59.1013,Waiting for input,KeyDown,J,0.3500484,0.183154,2,CorrectKey,J,None,19,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,19,
2020-05-05,11:14:59.2835,Waiting for input,KeyDown,L,0.5337662,0.1837178,3,CorrectKey,L,None,19,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,19,
2020-05-05,11:14:59.2855,Waiting for input,KeySequenceStopped,NA,0.5502601,0.0164939,NA,NA,NA,NA,19,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,19,
2020-05-05,11:15:00.4711,Waiting for input,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,19,
2020-05-05,11:15:00.5831,Waiting for input,KeyDown,H,0,0,0,CorrectKey,H,K,20,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,20,
2020-05-05,11:15:00.7500,Waiting for input,KeyDown,K,0.1670394,0.1670394,1,CorrectKey,H,K,20,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,20,
2020-05-05,11:15:00.9332,Waiting for input,KeyDown,J,0.3500387,0.1829993,2,CorrectKey,J,None,20,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,20,
2020-05-05,11:15:01.0999,Waiting for input,KeyDown,L,0.5169307,0.166892,3,CorrectKey,L,None,20,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,20,
2020-05-05,11:15:01.1019,Waiting for input,KeySequenceStopped,NA,0.5336376,0.0167069,NA,NA,NA,NA,20,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,20,
2020-05-05,11:15:01.1039,Input received,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,20,
2020-05-05,11:15:01.1049,Input received,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,NA,NA,1,0.25,NA,NA,1,Accepted,KeySequence,20,
2020-05-05,11:15:01.1059,Input received,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,NA,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,20,
2020-05-05,11:15:01.1069,Feedback: Success (normal),Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,NA,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,20,
2020-05-05,11:15:01.1069,Lane: 2Column: 3,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,NA,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,20,
2020-05-05,11:15:01.1697,Lane: 2Column: 3,NewPolicyLooseOperation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,20,
2020-05-05,11:15:01.8667,Waiting for input,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,20,
2020-05-05,11:15:03.8836,Waiting for input,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,20,
2020-05-05,11:15:03.9000,Waiting for input,KeyDown,H,0,0,0,CorrectKey,H,K,21,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,21,
2020-05-05,11:15:04.1167,Waiting for input,KeyDown,K,0.2168366,0.2168366,1,CorrectKey,H,K,21,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,21,
2020-05-05,11:15:04.2666,Waiting for input,KeyDown,J,0.367617,0.1507804,2,CorrectKey,J,None,21,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,21,
2020-05-05,11:15:04.4004,Waiting for input,KeyDown,L,0.5000641,0.1324471,3,CorrectKey,L,None,21,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,21,
2020-05-05,11:15:04.4014,Waiting for input,KeySequenceStopped,NA,0.516795,0.0167309,NA,NA,NA,NA,21,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,21,
2020-05-05,11:15:04.4034,Input received,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,21,
2020-05-05,11:15:04.4034,Input received,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,0.8510919,1,Accepted,KeySequence,21,
2020-05-05,11:15:04.4034,Input received,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,21,
2020-05-05,11:15:04.4034,Feedback: Success (normal),Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,21,
2020-05-05,11:15:04.4034,Lane: 1Column: 3,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,21,
2020-05-05,11:15:04.4654,Lane: 1Column: 3,NewPolicyLooseOperation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,21,
2020-05-05,11:15:05.1669,Waiting for input,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,21,
2020-05-05,11:15:07.1662,Waiting for input,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,21,
2020-05-05,11:15:07.2166,Waiting for input,KeyDown,H,0,0,0,CorrectKey,H,K,22,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,22,
2020-05-05,11:15:07.4662,Waiting for input,KeyDown,L,0.2498505,0.2498505,NA,WrongKey,H,K,22,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,22,
2020-05-05,11:15:07.7840,Waiting for input,KeyDown,J,0.5666466,0.3167961,2,CorrectKey,J,None,22,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,22,
2020-05-05,11:15:08.0838,Waiting for input,KeyDown,L,0.8666072,0.2999606,3,CorrectKey,L,None,22,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,22,
2020-05-05,11:15:08.0858,Waiting for input,KeySequenceStopped,NA,0.883361,0.0167538,NA,NA,NA,NA,22,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,22,
2020-05-05,11:15:08.0858,Input received,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,22,
2020-05-05,11:15:08.1668,Input received,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,22,
2020-05-05,11:15:08.1688,Feedback: Failure (normal),Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,22,
2020-05-05,11:15:08.1688,Lane: 1 Column: 4,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,1,1,0.25,1,1.017603,1,Accepted,KeySequence,22,
2020-05-05,11:15:08.1688,Lane: 1 Column: 4,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6666667,1,0.25,0.6666667,1.109885,1,Accepted,KeySequence,22,
2020-05-05,11:15:08.2257,Lane: 1 Column: 4,NewPolicyLooseOperation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6666667,1,0.25,0.6666667,1.109885,1,Accepted,KeySequence,22,
2020-05-05,11:15:08.9337,Waiting for input,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6666667,1,0.25,0.6666667,1.109885,1,Accepted,KeySequence,22,
2020-05-05,11:15:10.9335,Waiting for input,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6666667,1,0.25,0.6666667,1.109885,1,Accepted,KeySequence,22,
2020-05-05,11:15:10.9515,Waiting for input,KeyDown,H,0,0,0,CorrectKey,H,K,23,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.6666667,1,0.25,0.6666667,1.109885,1,Accepted,KeySequence,23,
2020-05-05,11:15:11.1009,Waiting for input,KeyDown,K,0.1499537,0.1499537,1,CorrectKey,H,K,23,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.6666667,1,0.25,0.6666667,1.109885,1,Accepted,KeySequence,23,
2020-05-05,11:15:11.2833,Waiting for input,KeyDown,J,0.3333649,0.1834112,2,CorrectKey,J,None,23,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.6666667,1,0.25,0.6666667,1.109885,1,Accepted,KeySequence,23,
2020-05-05,11:15:11.4832,Waiting for input,KeyDown,L,0.5333351,0.1999703,3,CorrectKey,L,None,23,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.6666667,1,0.25,0.6666667,1.109885,1,Accepted,KeySequence,23,
2020-05-05,11:15:11.4852,Waiting for input,KeySequenceStopped,NA,0.5500668,0.0167317,NA,NA,NA,NA,23,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.6666667,1,0.25,0.6666667,1.109885,1,Accepted,KeySequence,23,
2020-05-05,11:15:11.4862,Input received,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6666667,1,0.25,0.6666667,1.109885,1,Accepted,KeySequence,23,
2020-05-05,11:15:11.4862,Input received,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.6666667,1,0.25,0.6666667,1.109885,1,Accepted,KeySequence,23,
2020-05-05,11:15:11.4862,Input received,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,23,
2020-05-05,11:15:11.4862,Feedback: Success (normal),Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,23,
2020-05-05,11:15:11.4862,Lane: 0Column: 3,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,23,
2020-05-05,11:15:11.5431,Lane: 0Column: 3,NewPolicyLooseOperation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,23,
2020-05-05,11:15:13.5838,Waiting for input,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,23,
2020-05-05,11:15:13.7681,L - Largemouth Bass caught in column: 4,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,23,
2020-05-05,11:15:15.8682,New fish spawned in lane: 1,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,23,
2020-05-05,11:15:18.8844,Moving down (arrow) - lane: 1,Game event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,23,
2020-05-05,11:15:18.8835,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,24,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,24,
2020-05-05,11:15:19.4834,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.6001,0.6001,NA,WrongKey,H,K,24,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,24,
2020-05-05,11:15:19.5174,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.6333605,0.0332605,NA,WrongKey,J,None,24,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,24,
2020-05-05,11:15:19.5678,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.6835872,0.0502267,NA,WrongKey,L,None,24,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,24,
2020-05-05,11:15:19.5688,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.7002173,0.0166301,NA,NA,NA,NA,24,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,24,
2020-05-05,11:15:19.6008,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,25,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,25,
2020-05-05,11:15:19.6338,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0333027,0.0333027,NA,WrongKey,H,K,25,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,25,
2020-05-05,11:15:19.6676,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0673016,0.0339989,NA,WrongKey,J,None,25,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,25,
2020-05-05,11:15:19.7016,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0999932,0.0326916,NA,WrongKey,L,None,25,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,25,
2020-05-05,11:15:19.7036,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.1173213,0.0173281,NA,NA,NA,NA,25,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,25,
2020-05-05,11:15:19.7342,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,26,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,26,
2020-05-05,11:15:19.7835,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0500132,0.0500132,NA,WrongKey,H,K,26,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,26,
2020-05-05,11:15:19.8173,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0833699,0.0333567,NA,WrongKey,J,None,26,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,26,
2020-05-05,11:15:19.8506,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.1167591,0.0333892,NA,WrongKey,L,None,26,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,26,
2020-05-05,11:15:19.8526,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.1336212,0.0168621,NA,NA,NA,NA,26,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,26,
2020-05-05,11:15:19.8851,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,27,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,27,
2020-05-05,11:15:19.9180,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0335787,0.0335787,NA,WrongKey,H,K,27,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,27,
2020-05-05,11:15:19.9517,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0666381,0.0330594,NA,WrongKey,J,None,27,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,27,
2020-05-05,11:15:20.0006,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.1165856,0.0499475,NA,WrongKey,L,None,27,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,27,
2020-05-05,11:15:20.0036,Moving down (arrow) - lane: 1,KeySequenceStopped,NA,0.1334454,0.0168598,NA,NA,NA,NA,27,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,27,
2020-05-05,11:15:20.0345,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0,0,NA,WrongKey,H,K,28,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,28,
2020-05-05,11:15:20.0675,Moving down (arrow) - lane: 1,KeyDown,DownArrow,0.0335925,0.0335925,NA,WrongKey,H,K,28,Mistyped,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0.4,1000,2,1,Running,LooseOperation,0.75,1,0.25,0.75,0.906527,1,Accepted,KeySequence,28,
